time_code,year,month,day,week
20160225,2016,2,25,9
20160226,2016,2,26,9
20160227,2016,2,27,9
20160228,2016,2,28,9
20160229,2016,2,29,10
20160301,2016,3,1,10
20160302,2016,3,2,10
20160303,2016,3,3,10
20160304,2016,3,4,10
20160305,2016,3,5,10
20160306,2016,3,6,10
20160307,2016,3,7,11
20160308,2016,3,8,11
20160309,2016,3,9,11
20160310,2016,3,10,11
20160311,2016,3,11,11
20160312,2016,3,12,11
20160313,2016,3,13,11
20160314,2016,3,14,12
20160315,2016,3,15,12
20160316,2016,3,16,12
20160317,2016,3,17,12
20160318,2016,3,18,12
20160319,2016,3,19,12
20160320,2016,3,20,12
20160321,2016,3,21,13
20160322,2016,3,22,13
20160323,2016,3,23,13
20160324,2016,3,24,13
20160325,2016,3,25,13
20160326,2016,3,26,13
20160327,2016,3,27,13
20160328,2016,3,28,14
20160329,2016,3,29,14
20160330,2016,3,30,14
20160331,2016,3,31,14
20160401,2016,4,1,14
20160402,2016,4,2,14
20160403,2016,4,3,14
20160404,2016,4,4,15
20160405,2016,4,5,15
20160406,2016,4,6,15
20160407,2016,4,7,15
20160408,2016,4,8,15
20160409,2016,4,9,15
20160410,2016,4,10,15
20160411,2016,4,11,16
20160412,2016,4,12,16
20160413,2016,4,13,16
20160414,2016,4,14,16
20160415,2016,4,15,16
20160416,2016,4,16,16
20160417,2016,4,17,16
20160418,2016,4,18,17
20160419,2016,4,19,17
20160420,2016,4,20,17
20160421,2016,4,21,17
20160422,2016,4,22,17
20160423,2016,4,23,17
20160424,2016,4,24,17
20160425,2016,4,25,18
20160426,2016,4,26,18
20160427,2016,4,27,18
20160428,2016,4,28,18
20160429,2016,4,29,18
20160430,2016,4,30,18
20160501,2016,5,1,18
20160502,2016,5,2,19
20160503,2016,5,3,19
20160504,2016,5,4,19
20160505,2016,5,5,19
20160506,2016,5,6,19
20160507,2016,5,7,19
20160508,2016,5,8,19
20160509,2016,5,9,20
20160510,2016,5,10,20
20160511,2016,5,11,20
20160512,2016,5,12,20
20160513,2016,5,13,20
20160514,2016,5,14,20
20160515,2016,5,15,20
20160516,2016,5,16,21
20160517,2016,5,17,21
20160518,2016,5,18,21
20160519,2016,5,19,21
20160520,2016,5,20,21
20160521,2016,5,21,21
20160522,2016,5,22,21
20160523,2016,5,23,22
20160524,2016,5,24,22
20160525,2016,5,25,22
20160526,2016,5,26,22
20160527,2016,5,27,22
20160528,2016,5,28,22
20160529,2016,5,29,22
20160530,2016,5,30,23
20160531,2016,5,31,23
20160601,2016,6,1,23
20160602,2016,6,2,23
20160603,2016,6,3,23
20160604,2016,6,4,23
20160605,2016,6,5,23
20160606,2016,6,6,24
20160607,2016,6,7,24
20160608,2016,6,8,24
20160609,2016,6,9,24
20160610,2016,6,10,24
20160611,2016,6,11,24
20160612,2016,6,12,24
20160613,2016,6,13,25
20160614,2016,6,14,25
20160615,2016,6,15,25
20160616,2016,6,16,25
20160617,2016,6,17,25
20160618,2016,6,18,25
20160619,2016,6,19,25
20160620,2016,6,20,26
20160621,2016,6,21,26
20160622,2016,6,22,26
20160623,2016,6,23,26
20160624,2016,6,24,26
20160625,2016,6,25,26
20160626,2016,6,26,26
20160627,2016,6,27,27
20160628,2016,6,28,27
20160629,2016,6,29,27
20160630,2016,6,30,27
20160701,2016,7,1,27
20160702,2016,7,2,27
20160703,2016,7,3,27
20160704,2016,7,4,28
20160705,2016,7,5,28
20160706,2016,7,6,28
20160707,2016,7,7,28
20160708,2016,7,8,28
20160709,2016,7,9,28
20160710,2016,7,10,28
20160711,2016,7,11,29
20160712,2016,7,12,29
20160713,2016,7,13,29
20160714,2016,7,14,29
20160715,2016,7,15,29
20160716,2016,7,16,29
20160717,2016,7,17,29
20160718,2016,7,18,30
20160719,2016,7,19,30
20160720,2016,7,20,30
20160721,2016,7,21,30
20160722,2016,7,22,30
20160723,2016,7,23,30
20160724,2016,7,24,30
20160725,2016,7,25,31
20160726,2016,7,26,31
20160727,2016,7,27,31
20160728,2016,7,28,31
20160729,2016,7,29,31
20160730,2016,7,30,31
20160731,2016,7,31,31
20160801,2016,8,1,32
20160802,2016,8,2,32
20160803,2016,8,3,32
20160804,2016,8,4,32
20160805,2016,8,5,32
20160806,2016,8,6,32
20160807,2016,8,7,32
20160808,2016,8,8,33
20160809,2016,8,9,33
20160810,2016,8,10,33
20160811,2016,8,11,33
20160812,2016,8,12,33
20160813,2016,8,13,33
20160814,2016,8,14,33
20160815,2016,8,15,34
20160816,2016,8,16,34
20160817,2016,8,17,34
20160818,2016,8,18,34
20160819,2016,8,19,34
20160820,2016,8,20,34
20160821,2016,8,21,34
20160822,2016,8,22,35
20160823,2016,8,23,35
20160824,2016,8,24,35
20160825,2016,8,25,35
20160826,2016,8,26,35
20160827,2016,8,27,35
20160828,2016,8,28,35
20160829,2016,8,29,36
20160830,2016,8,30,36
20160831,2016,8,31,36
20160901,2016,9,1,36
20160902,2016,9,2,36
20160903,2016,9,3,36
20160904,2016,9,4,36
20160905,2016,9,5,37
20160906,2016,9,6,37
20160907,2016,9,7,37
20160908,2016,9,8,37
20160909,2016,9,9,37
20160910,2016,9,10,37
20160911,2016,9,11,37
20160912,2016,9,12,38
20160913,2016,9,13,38
20160914,2016,9,14,38
20160915,2016,9,15,38
20160916,2016,9,16,38
20160917,2016,9,17,38
20160918,2016,9,18,38
20160919,2016,9,19,39
20160920,2016,9,20,39
20160921,2016,9,21,39
20160922,2016,9,22,39
20160923,2016,9,23,39
20160924,2016,9,24,39
20160925,2016,9,25,39
20160926,2016,9,26,40
20160927,2016,9,27,40
20160928,2016,9,28,40
20160929,2016,9,29,40
20160930,2016,9,30,40
20161001,2016,10,1,40
20161002,2016,10,2,40
20161003,2016,10,3,41
20161004,2016,10,4,41
20161005,2016,10,5,41
20161006,2016,10,6,41
20161007,2016,10,7,41
20161008,2016,10,8,41
20161009,2016,10,9,41
20161010,2016,10,10,42
20161011,2016,10,11,42
20161012,2016,10,12,42
20161013,2016,10,13,42
20161014,2016,10,14,42
20161015,2016,10,15,42
20161016,2016,10,16,42
20161017,2016,10,17,43
20161018,2016,10,18,43
20161019,2016,10,19,43
20161020,2016,10,20,43
20161021,2016,10,21,43
20161022,2016,10,22,43
20161023,2016,10,23,43
20161024,2016,10,24,44
20161025,2016,10,25,44
20161026,2016,10,26,44
20161027,2016,10,27,44
20161028,2016,10,28,44
20161029,2016,10,29,44
20161030,2016,10,30,44
20161031,2016,10,31,45
20161101,2016,11,1,45
20161102,2016,11,2,45
20161103,2016,11,3,45
20161104,2016,11,4,45
20161105,2016,11,5,45
20161106,2016,11,6,45
20161107,2016,11,7,46
20161108,2016,11,8,46
20161109,2016,11,9,46
20161110,2016,11,10,46
20161111,2016,11,11,46
20161112,2016,11,12,46
20161113,2016,11,13,46
20161114,2016,11,14,47
20161115,2016,11,15,47
20161116,2016,11,16,47
20161117,2016,11,17,47
20161118,2016,11,18,47
20161119,2016,11,19,47
20161120,2016,11,20,47
20161121,2016,11,21,48
20161122,2016,11,22,48
20161123,2016,11,23,48
20161124,2016,11,24,48
20161125,2016,11,25,48
20161126,2016,11,26,48
20161127,2016,11,27,48
20161128,2016,11,28,49
20161129,2016,11,29,49
20161130,2016,11,30,49
20161201,2016,12,1,49
20161202,2016,12,2,49
20161203,2016,12,3,49
20161204,2016,12,4,49
20161205,2016,12,5,50
20161206,2016,12,6,50
20161207,2016,12,7,50
20161208,2016,12,8,50
20161209,2016,12,9,50
20161210,2016,12,10,50
20161211,2016,12,11,50
20161212,2016,12,12,51
20161213,2016,12,13,51
20161214,2016,12,14,51
20161215,2016,12,15,51
20161216,2016,12,16,51
20161217,2016,12,17,51
20161218,2016,12,18,51
20161219,2016,12,19,52
20161220,2016,12,20,52
20161221,2016,12,21,52
20161222,2016,12,22,52
20161223,2016,12,23,52
20161224,2016,12,24,52
20161225,2016,12,25,52
20161226,2016,12,26,53
20161227,2016,12,27,53
20161228,2016,12,28,53
20161229,2016,12,29,53
20161230,2016,12,30,53
20161231,2016,12,31,53
20170101,2017,1,1,1
20170102,2017,1,2,2
20170103,2017,1,3,2
20170104,2017,1,4,2
20170105,2017,1,5,2
20170106,2017,1,6,2
20170107,2017,1,7,2
20170108,2017,1,8,2
20170109,2017,1,9,3
20170110,2017,1,10,3
20170111,2017,1,11,3
20170112,2017,1,12,3
20170113,2017,1,13,3
20170114,2017,1,14,3
20170115,2017,1,15,3
20170116,2017,1,16,4
20170117,2017,1,17,4
20170118,2017,1,18,4
20170119,2017,1,19,4
20170120,2017,1,20,4
20170121,2017,1,21,4
20170122,2017,1,22,4
20170123,2017,1,23,5
20170124,2017,1,24,5
20170125,2017,1,25,5
20170126,2017,1,26,5
20170127,2017,1,27,5
20170128,2017,1,28,5
20170129,2017,1,29,5
20170130,2017,1,30,6
20170131,2017,1,31,6
20170201,2017,2,1,6
20170202,2017,2,2,6
20170203,2017,2,3,6
20170204,2017,2,4,6
20170205,2017,2,5,6
20170206,2017,2,6,7
20170207,2017,2,7,7
20170208,2017,2,8,7
20170209,2017,2,9,7
20170210,2017,2,10,7
20170211,2017,2,11,7
20170212,2017,2,12,7
20170213,2017,2,13,8
20170214,2017,2,14,8
20170215,2017,2,15,8
20170216,2017,2,16,8
20170217,2017,2,17,8
20170218,2017,2,18,8
20170219,2017,2,19,8
20170220,2017,2,20,9
20170221,2017,2,21,9
20170222,2017,2,22,9
20170223,2017,2,23,9
20170224,2017,2,24,9
20170225,2017,2,25,9
20170226,2017,2,26,9
20170227,2017,2,27,10
20170228,2017,2,28,10
20170301,2017,3,1,10
20170302,2017,3,2,10
20170303,2017,3,3,10
20170304,2017,3,4,10
20170305,2017,3,5,10
20170306,2017,3,6,11
20170307,2017,3,7,11
20170308,2017,3,8,11
20170309,2017,3,9,11
20170310,2017,3,10,11
20170311,2017,3,11,11
20170312,2017,3,12,11
20170313,2017,3,13,12
20170314,2017,3,14,12
20170315,2017,3,15,12
20170316,2017,3,16,12
20170317,2017,3,17,12
20170318,2017,3,18,12
20170319,2017,3,19,12
20170320,2017,3,20,13
20170321,2017,3,21,13
20170322,2017,3,22,13
20170323,2017,3,23,13
20170324,2017,3,24,13
20170325,2017,3,25,13
20170326,2017,3,26,13
20170327,2017,3,27,14
20170328,2017,3,28,14
20170329,2017,3,29,14
20170330,2017,3,30,14
20170331,2017,3,31,14
20170401,2017,4,1,14
20170402,2017,4,2,14
20170403,2017,4,3,15
20170404,2017,4,4,15
20170405,2017,4,5,15
20170406,2017,4,6,15
20170407,2017,4,7,15
20170408,2017,4,8,15
20170409,2017,4,9,15
20170410,2017,4,10,16
20170411,2017,4,11,16
20170412,2017,4,12,16
20170413,2017,4,13,16
20170414,2017,4,14,16
20170415,2017,4,15,16
20170416,2017,4,16,16
20170417,2017,4,17,17
20170418,2017,4,18,17
20170419,2017,4,19,17
20170420,2017,4,20,17
20170421,2017,4,21,17
20170422,2017,4,22,17
20170423,2017,4,23,17
20170424,2017,4,24,18
20170425,2017,4,25,18
20170426,2017,4,26,18
20170427,2017,4,27,18
20170428,2017,4,28,18
20170429,2017,4,29,18
20170430,2017,4,30,18
20170501,2017,5,1,19
20170502,2017,5,2,19
20170503,2017,5,3,19
20170504,2017,5,4,19
20170505,2017,5,5,19
20170506,2017,5,6,19
20170507,2017,5,7,19
20170508,2017,5,8,20
20170509,2017,5,9,20
20170510,2017,5,10,20
20170511,2017,5,11,20
20170512,2017,5,12,20
20170513,2017,5,13,20
20170514,2017,5,14,20
20170515,2017,5,15,21
20170516,2017,5,16,21
20170517,2017,5,17,21
20170518,2017,5,18,21
20170519,2017,5,19,21
20170520,2017,5,20,21
20170521,2017,5,21,21
20170522,2017,5,22,22
20170523,2017,5,23,22
20170524,2017,5,24,22
20170525,2017,5,25,22
20170526,2017,5,26,22
20170527,2017,5,27,22
20170528,2017,5,28,22
20170529,2017,5,29,23
20170530,2017,5,30,23
20170531,2017,5,31,23
20170601,2017,6,1,23
20170602,2017,6,2,23
20170603,2017,6,3,23
20170604,2017,6,4,23
20170605,2017,6,5,24
20170606,2017,6,6,24
20170607,2017,6,7,24
20170608,2017,6,8,24
20170609,2017,6,9,24
20170610,2017,6,10,24
20170611,2017,6,11,24
20170612,2017,6,12,25
20170613,2017,6,13,25
20170614,2017,6,14,25
20170615,2017,6,15,25
20170616,2017,6,16,25
20170617,2017,6,17,25
20170618,2017,6,18,25
20170619,2017,6,19,26
20170620,2017,6,20,26
20170621,2017,6,21,26
20170622,2017,6,22,26
20170623,2017,6,23,26
20170624,2017,6,24,26
20170625,2017,6,25,26
20170626,2017,6,26,27
20170627,2017,6,27,27
20170628,2017,6,28,27
20170629,2017,6,29,27
20170630,2017,6,30,27
20170701,2017,7,1,27
20170702,2017,7,2,27
20170703,2017,7,3,28
20170704,2017,7,4,28
20170705,2017,7,5,28
20170706,2017,7,6,28
20170707,2017,7,7,28
20170708,2017,7,8,28
20170709,2017,7,9,28
20170710,2017,7,10,29
20170711,2017,7,11,29
20170712,2017,7,12,29
20170713,2017,7,13,29
20170714,2017,7,14,29
20170715,2017,7,15,29
20170716,2017,7,16,29
20170717,2017,7,17,30
20170718,2017,7,18,30
20170719,2017,7,19,30
20170720,2017,7,20,30
20170721,2017,7,21,30
20170722,2017,7,22,30
20170723,2017,7,23,30
20170724,2017,7,24,31
20170725,2017,7,25,31
20170726,2017,7,26,31
20170727,2017,7,27,31
20170728,2017,7,28,31
20170729,2017,7,29,31
20170730,2017,7,30,31
20170731,2017,7,31,32
20170801,2017,8,1,32
20170802,2017,8,2,32
20170803,2017,8,3,32
20170804,2017,8,4,32
20170805,2017,8,5,32
20170806,2017,8,6,32
20170807,2017,8,7,33
20170808,2017,8,8,33
20170809,2017,8,9,33
20170810,2017,8,10,33
20170811,2017,8,11,33
20170812,2017,8,12,33
20170813,2017,8,13,33
20170814,2017,8,14,34
20170815,2017,8,15,34
20170816,2017,8,16,34
20170817,2017,8,17,34
20170818,2017,8,18,34
20170819,2017,8,19,34
20170820,2017,8,20,34
20170821,2017,8,21,35
20170822,2017,8,22,35
20170823,2017,8,23,35
20170824,2017,8,24,35
20170825,2017,8,25,35
20170826,2017,8,26,35
20170827,2017,8,27,35
20170828,2017,8,28,36
20170829,2017,8,29,36
20170830,2017,8,30,36
20170831,2017,8,31,36
20170901,2017,9,1,36
20170902,2017,9,2,36
20170903,2017,9,3,36
20170904,2017,9,4,37
20170905,2017,9,5,37
20170906,2017,9,6,37
20170907,2017,9,7,37
20170908,2017,9,8,37
20170909,2017,9,9,37
20170910,2017,9,10,37
20170911,2017,9,11,38
20170912,2017,9,12,38
20170913,2017,9,13,38
20170914,2017,9,14,38
20170915,2017,9,15,38
20170916,2017,9,16,38
20170917,2017,9,17,38
20170918,2017,9,18,39
20170919,2017,9,19,39
20170920,2017,9,20,39
20170921,2017,9,21,39
20170922,2017,9,22,39
20170923,2017,9,23,39
20170924,2017,9,24,39
20170925,2017,9,25,40
20170926,2017,9,26,40
20170927,2017,9,27,40
20170928,2017,9,28,40
20170929,2017,9,29,40
20170930,2017,9,30,40
20171001,2017,10,1,40
20171002,2017,10,2,41
20171003,2017,10,3,41
20171004,2017,10,4,41
20171005,2017,10,5,41
20171006,2017,10,6,41
20171007,2017,10,7,41
20171008,2017,10,8,41
20171009,2017,10,9,42
20171010,2017,10,10,42
20171011,2017,10,11,42
20171012,2017,10,12,42
20171013,2017,10,13,42
20171014,2017,10,14,42
20171015,2017,10,15,42
20171016,2017,10,16,43
20171017,2017,10,17,43
20171018,2017,10,18,43
20171019,2017,10,19,43
20171020,2017,10,20,43
20171021,2017,10,21,43
20171022,2017,10,22,43
20171023,2017,10,23,44
20171024,2017,10,24,44
20171025,2017,10,25,44
20171026,2017,10,26,44
20171027,2017,10,27,44
20171028,2017,10,28,44
20171029,2017,10,29,44
20171030,2017,10,30,45
20171031,2017,10,31,45
20171101,2017,11,1,45
20171102,2017,11,2,45
20171103,2017,11,3,45
20171104,2017,11,4,45
20171105,2017,11,5,45
20171106,2017,11,6,46
20171107,2017,11,7,46
20171108,2017,11,8,46
20171109,2017,11,9,46
20171110,2017,11,10,46
20171111,2017,11,11,46
20171112,2017,11,12,46
20171113,2017,11,13,47
20171114,2017,11,14,47
20171115,2017,11,15,47
20171116,2017,11,16,47
20171117,2017,11,17,47
20171118,2017,11,18,47
20171119,2017,11,19,47
20171120,2017,11,20,48
20171121,2017,11,21,48
20171122,2017,11,22,48
20171123,2017,11,23,48
20171124,2017,11,24,48
20171125,2017,11,25,48
20171126,2017,11,26,48
20171127,2017,11,27,49
20171128,2017,11,28,49
20171129,2017,11,29,49
20171130,2017,11,30,49
20171201,2017,12,1,49
20171202,2017,12,2,49
20171203,2017,12,3,49
20171204,2017,12,4,50
20171205,2017,12,5,50
20171206,2017,12,6,50
20171207,2017,12,7,50
20171208,2017,12,8,50
20171209,2017,12,9,50
20171210,2017,12,10,50
20171211,2017,12,11,51
20171212,2017,12,12,51
20171213,2017,12,13,51
20171214,2017,12,14,51
20171215,2017,12,15,51
20171216,2017,12,16,51
20171217,2017,12,17,51
20171218,2017,12,18,52
20171219,2017,12,19,52
20171220,2017,12,20,52
20171221,2017,12,21,52
20171222,2017,12,22,52
20171223,2017,12,23,52
20171224,2017,12,24,52
20171225,2017,12,25,53
20171226,2017,12,26,53
20171227,2017,12,27,53
20171228,2017,12,28,53
20171229,2017,12,29,53
20171230,2017,12,30,53
20171231,2017,12,31,53
20180101,2018,1,1,1
20180102,2018,1,2,1
20180103,2018,1,3,1
20180104,2018,1,4,1
20180105,2018,1,5,1
20180106,2018,1,6,1
20180107,2018,1,7,1
20180108,2018,1,8,2
20180109,2018,1,9,2
20180110,2018,1,10,2
20180111,2018,1,11,2
20180112,2018,1,12,2
20180113,2018,1,13,2
20180114,2018,1,14,2
20180115,2018,1,15,3
20180116,2018,1,16,3
20180117,2018,1,17,3
20180118,2018,1,18,3
20180119,2018,1,19,3
20180120,2018,1,20,3
20180121,2018,1,21,3
20180122,2018,1,22,4
20180123,2018,1,23,4
20180124,2018,1,24,4
20180125,2018,1,25,4
20180126,2018,1,26,4
20180127,2018,1,27,4
20180128,2018,1,28,4
20180129,2018,1,29,5
20180130,2018,1,30,5
20180131,2018,1,31,5
20180201,2018,2,1,5
20180202,2018,2,2,5
20180203,2018,2,3,5
20180204,2018,2,4,5
20180205,2018,2,5,6
20180206,2018,2,6,6
20180207,2018,2,7,6
20180208,2018,2,8,6
20180209,2018,2,9,6
20180210,2018,2,10,6
20180211,2018,2,11,6
20180212,2018,2,12,7
20180213,2018,2,13,7
20180214,2018,2,14,7
20180215,2018,2,15,7
20180216,2018,2,16,7
20180217,2018,2,17,7
20180218,2018,2,18,7
20180219,2018,2,19,8
20180220,2018,2,20,8
20180221,2018,2,21,8
20180222,2018,2,22,8
20180223,2018,2,23,8
20180224,2018,2,24,8
20180225,2018,2,25,8
20180226,2018,2,26,9
20180227,2018,2,27,9
20180228,2018,2,28,9
20180301,2018,3,1,9
20180302,2018,3,2,9
20180303,2018,3,3,9
20180304,2018,3,4,9
20180305,2018,3,5,10
20180306,2018,3,6,10
20180307,2018,3,7,10
20180308,2018,3,8,10
20180309,2018,3,9,10
20180310,2018,3,10,10
20180311,2018,3,11,10
20180312,2018,3,12,11
20180313,2018,3,13,11
20180314,2018,3,14,11
20180315,2018,3,15,11
20180316,2018,3,16,11
20180317,2018,3,17,11
20180318,2018,3,18,11
20180319,2018,3,19,12
20180320,2018,3,20,12
20180321,2018,3,21,12
20180322,2018,3,22,12
20180323,2018,3,23,12
20180324,2018,3,24,12
20180325,2018,3,25,12
20180326,2018,3,26,13
20180327,2018,3,27,13
20180328,2018,3,28,13
20180329,2018,3,29,13
20180330,2018,3,30,13
20180331,2018,3,31,13
20180401,2018,4,1,13
20180402,2018,4,2,14
20180403,2018,4,3,14
20180404,2018,4,4,14
20180405,2018,4,5,14
20180406,2018,4,6,14
20180407,2018,4,7,14
20180408,2018,4,8,14
20180409,2018,4,9,15
20180410,2018,4,10,15
20180411,2018,4,11,15
20180412,2018,4,12,15
20180413,2018,4,13,15
